Region,Country,Item Type,Order Date,Order ID,Units Sold,Unit Price
Central America and the Caribbean,Saint Vincent and the Grenadines,Beverages,2017-01-09,917834603,6510,47.45
Europe,Greece,Personal Care,2016-11-05,947779643,7913,81.73
Europe,Monaco,Clothes,2015-10-31,166013562,5957,109.28
Sub-Saharan Africa,Nigeria,Beverages,2011-01-25,960085189,9397,47.45
Europe,Norway,Cosmetics,2015-11-08,837855851,9020,437.2
North America,Greenland,Snacks,2010-06-24,977499377,2643,152.58
Middle East and North Africa,"Tunisia ",Beverages,2014-02-27,377502095,114,47.45
Asia,Uzbekistan,Meat,2013-02-05,806662833,8313,421.89
Central America and the Caribbean,"Saint Kitts and Nevis ",Vegetables,2017-04-15,954092919,6152,154.06
Central America and the Caribbean,Belize,Meat,2011-04-09,479216182,9572,421.89
Sub-Saharan Africa,Angola,Personal Care,2010-12-13,461768949,6548,81.73
Asia,Bhutan,Meat,2014-05-13,251800048,2085,421.89
Central America and the Caribbean,Honduras,Personal Care,2013-01-16,619670808,3217,81.73
Sub-Saharan Africa,South Sudan,Household,2010-12-09,606055057,4014,668.27
Asia,Kyrgyzstan,Baby Food,2013-01-24,671939122,573,255.28
Sub-Saharan Africa,Sao Tome and Principe,Cosmetics,2014-02-25,448621833,6025,437.2
Sub-Saharan Africa,Madagascar,Fruits,2017-07-23,987714517,5530,9.33
Sub-Saharan Africa,Senegal,Household,2016-05-07,711141002,1280,668.27
Sub-Saharan Africa,Sierra Leone,Office Supplies,2012-03-24,361137616,7501,651.21
Asia,Malaysia,Household,2011-10-03,750253188,5446,668.27
Central America and the Caribbean,Cuba,Office Supplies,2014-12-22,511349046,8401,651.21
Sub-Saharan Africa,Zimbabwe,Personal Care,2011-08-23,147599017,6684,81.73
Europe,Serbia,Beverages,2015-04-18,682489430,2644,47.45
Asia,Maldives,Vegetables,2014-01-11,509819114,5660,154.06
Europe,Ireland,Office Supplies,2012-02-27,343699395,7144,651.21
Europe,Romania,Clothes,2011-04-04,968554103,5537,109.28
Europe,Croatia,Beverages,2013-12-26,989119565,1315,47.45
Europe,Albania,Vegetables,2012-09-12,880444610,1980,154.06
Central America and the Caribbean,Dominican Republic,Vegetables,2015-12-19,737890565,7071,154.06
Sub-Saharan Africa,Zimbabwe,Vegetables,2014-06-26,727131259,3153,154.06
Sub-Saharan Africa,Ghana,Office Supplies,2015-03-02,634153020,8826,651.21
Asia,Laos,Beverages,2014-08-17,315254676,9719,47.45
Central America and the Caribbean,Panama,Personal Care,2010-07-19,147047555,3494,81.73
Sub-Saharan Africa,Angola,Household,2013-01-14,576455485,4843,668.27
Middle East and North Africa,Syria,Snacks,2010-07-19,770714795,490,152.58
Sub-Saharan Africa,Sierra Leone,Cosmetics,2011-07-11,867374312,4189,437.2
Sub-Saharan Africa,Uganda,Fruits,2010-05-04,624295365,1727,9.33
Asia,Taiwan,Clothes,2013-10-13,769651782,5921,109.28
Middle East and North Africa,Azerbaijan,Vegetables,2014-07-27,751929891,1619,154.06
Asia,Maldives,Office Supplies,2010-04-04,989928519,702,651.21
Sub-Saharan Africa,Mauritania,Meat,2014-08-17,622758996,7081,421.89
Sub-Saharan Africa,Burundi,Baby Food,2016-01-04,659845149,1698,255.28
Sub-Saharan Africa,Zambia,Baby Food,2011-05-17,830923306,7526,255.28
Asia,Singapore,Beverages,2010-02-12,936042296,4571,47.45
Sub-Saharan Africa,Ghana,Household,2015-02-17,395563447,4869,668.27
Sub-Saharan Africa,Guinea,Meat,2011-06-07,500160586,7487,421.89
Sub-Saharan Africa,Zambia,Fruits,2015-05-26,360820043,3524,9.33
Europe,Georgia,Snacks,2010-05-24,958840644,1109,152.58
Middle East and North Africa,Bahrain,Baby Food,2011-02-21,195833718,404,255.28
Sub-Saharan Africa,Lesotho,Personal Care,2014-06-28,543723094,8601,81.73
Central America and the Caribbean,Barbados,Cosmetics,2010-10-15,494745099,4924,437.2
Middle East and North Africa,Saudi Arabia,Vegetables,2010-05-18,411448562,5628,154.06
Europe,Macedonia,Personal Care,2017-02-02,276694810,8998,81.73
Asia,Turkmenistan,Office Supplies,2016-11-24,143657672,352,651.21
Europe,Albania,Baby Food,2011-12-23,585823476,7040,255.28
Middle East and North Africa,Afghanistan,Clothes,2016-12-05,446991050,3440,109.28
Australia and Oceania,Kiribati,Clothes,2017-02-16,891271722,5963,109.28
Middle East and North Africa,Morocco,Cosmetics,2010-05-18,453089320,8053,437.2
Europe,Norway,Baby Food,2010-09-07,887180173,5183,255.28
Europe,Sweden,Cosmetics,2014-03-12,418593108,9858,437.2
Asia,Tajikistan,Personal Care,2010-07-16,492689454,6613,81.73
Europe,Netherlands,Cosmetics,2016-12-05,825143039,7017,437.2
Europe,Spain,Vegetables,2013-10-08,751940190,4667,154.06
Sub-Saharan Africa,Chad,Baby Food,2016-08-09,579379737,194,255.28
Europe,Ireland,Meat,2011-10-06,234073007,6259,421.89
Middle East and North Africa,Pakistan,Meat,2013-02-17,612943828,2554,421.89
Sub-Saharan Africa,Mozambique,Fruits,2012-12-14,433228528,804,9.33
Middle East and North Africa,Bahrain,Fruits,2015-11-20,282475936,9762,9.33
Asia,Tajikistan,Meat,2012-07-07,368547379,214,421.89
Australia and Oceania,New Zealand,Meat,2013-06-02,969616687,9980,421.89
Sub-Saharan Africa,Niger,Baby Food,2015-02-04,184170186,8906,255.28
Europe,Armenia,Fruits,2011-04-28,681006705,3872,9.33
Sub-Saharan Africa,Gabon,Baby Food,2012-02-01,249237573,3791,255.28
Asia,Kyrgyzstan,Vegetables,2017-01-29,348286616,4604,154.06
Australia and Oceania,Fiji,Clothes,2011-12-01,257890164,4285,109.28
Europe,Romania,Cosmetics,2017-05-08,228097045,7839,437.2
Sub-Saharan Africa,Botswana,Cereal,2017-05-03,129268586,2302,205.7
Australia and Oceania,Fiji,Cosmetics,2015-10-31,802078616,1741,437.2
Europe,Vatican City,Clothes,2010-04-11,907513463,2256,109.28
Asia,Thailand,Vegetables,2010-07-17,976871955,6975,154.06
Europe,Belarus,Cereal,2012-05-31,261765420,1060,205.7
Australia and Oceania,Solomon Islands,Vegetables,2016-07-15,784117686,6703,154.06
Asia,China,Cosmetics,2017-01-14,586165082,8128,437.2
Sub-Saharan Africa,Angola,Snacks,2012-11-26,480456435,6591,152.58
Asia,Cambodia,Cereal,2011-10-03,899853074,5376,205.7
Central America and the Caribbean,Guatemala,Baby Food,2010-11-30,547528827,4802,255.28
Sub-Saharan Africa,Namibia,Vegetables,2016-05-08,446970021,7217,154.06
Europe,Serbia,Beverages,2016-02-27,791975486,2001,47.45
Middle East and North Africa,Turkey,Vegetables,2014-08-24,496656548,564,154.06
Middle East and North Africa,Pakistan,Vegetables,2013-05-26,345437037,1351,154.06
Europe,Georgia,Vegetables,2015-01-26,743053281,4833,154.06
Australia and Oceania,Vanuatu,Snacks,2012-01-07,364554107,8516,152.58
Europe,Luxembourg,Cosmetics,2012-10-21,205300843,1937,437.2
Middle East and North Africa,Saudi Arabia,Household,2015-09-16,430967319,1661,668.27
Australia and Oceania,Vanuatu,Meat,2012-06-28,827539861,6289,421.89
Central America and the Caribbean,Haiti,Snacks,2014-12-02,351317298,1450,152.58
Sub-Saharan Africa,Tanzania,Household,2013-02-04,278910958,4805,668.27
Asia,North Korea,Cosmetics,2017-02-17,157244670,1047,437.2
Middle East and North Africa,Bahrain,Beverages,2015-06-24,953554761,6899,47.45
Sub-Saharan Africa,Cote d'Ivoire,Cereal,2016-07-30,105390059,6115,205.7
Asia,Singapore,Cosmetics,2014-10-23,970611894,4483,437.2
Asia,Malaysia,Baby Food,2016-12-16,677394092,4820,255.28
Europe,Albania,Baby Food,2015-09-28,474222981,1973,255.28
Sub-Saharan Africa,Gabon,Snacks,2016-04-16,779897391,7824,152.58
Europe,Poland,Snacks,2017-03-27,733528649,6283,152.58
Sub-Saharan Africa,Chad,Office Supplies,2014-06-25,444540584,8292,651.21
Sub-Saharan Africa,Republic of the Congo,Clothes,2012-07-29,542669522,6826,109.28
Asia,Philippines,Fruits,2013-05-04,827964293,1888,9.33
Europe,France,Snacks,2012-02-02,720786225,5516,152.58
Europe,Germany,Household,2016-07-24,611809146,6777,668.27
Sub-Saharan Africa,Uganda,Personal Care,2012-11-04,512019383,6769,81.73
Middle East and North Africa,Bahrain,Personal Care,2014-08-05,502715766,3621,81.73
Middle East and North Africa,Jordan,Office Supplies,2013-10-22,285509622,7497,651.21
Europe,Montenegro,Beverages,2014-12-01,532324779,5586,47.45
Middle East and North Africa,"Tunisia ",Personal Care,2015-11-02,635397565,7114,81.73
Europe,Germany,Cereal,2011-10-07,957276809,8335,205.7
Europe,Italy,Snacks,2014-02-09,580823838,7536,152.58
Europe,France,Office Supplies,2016-05-29,459212481,33,651.21
Middle East and North Africa,Algeria,Baby Food,2013-04-08,265929067,3175,255.28
Asia,Myanmar,Beverages,2011-09-20,644772422,1343,47.45
Europe,France,Vegetables,2012-04-12,959853875,947,154.06
Europe,Spain,Vegetables,2012-10-02,645597255,5429,154.06
Asia,Cambodia,Baby Food,2012-01-02,556738889,264,255.28
Sub-Saharan Africa,The Gambia,Vegetables,2013-09-30,718327605,7956,154.06
Europe,Russia,Baby Food,2015-03-10,775724732,3041,255.28
Europe,Belarus,Baby Food,2010-10-26,444604098,7088,255.28
Middle East and North Africa,Turkey,Beverages,2011-05-02,860952031,3693,47.45
Sub-Saharan Africa,Kenya,Meat,2017-02-19,531067359,3488,421.89
Middle East and North Africa,Iran,Cosmetics,2014-07-20,281561410,9133,437.2
Asia,Vietnam,Personal Care,2017-06-18,109358012,321,81.73
Europe,Albania,Beverages,2010-07-19,531693494,8775,47.45
Central America and the Caribbean,"Antigua and Barbuda ",Clothes,2013-08-09,336116683,3251,109.28
Sub-Saharan Africa,Senegal,Cereal,2017-03-23,630488908,4534,205.7
Europe,Netherlands,Fruits,2016-10-31,792983996,441,9.33
Europe,Russia,Fruits,2016-07-03,722088277,822,9.33
Europe,Slovakia,Cosmetics,2010-01-07,386600577,2557,437.2
Australia and Oceania,East Timor,Beverages,2014-12-06,275632226,4556,47.45
Central America and the Caribbean,Haiti,Vegetables,2015-10-16,948607051,2761,154.06
Middle East and North Africa,Yemen,Cereal,2013-05-10,785261380,5147,205.7
Australia and Oceania,Tuvalu,Cereal,2013-03-27,935644042,6719,205.7
Sub-Saharan Africa,Liberia,Snacks,2014-07-13,370116364,4512,152.58
Asia,North Korea,Beverages,2013-08-16,829352176,2594,47.45
Asia,North Korea,Household,2015-07-14,974337804,7063,668.27
Europe,Romania,Household,2014-12-23,436372077,1050,668.27
Sub-Saharan Africa,Sao Tome and Principe,Cereal,2015-04-27,267066323,9715,205.7
Middle East and North Africa,Bahrain,Fruits,2017-03-14,688344371,5251,9.33
Middle East and North Africa,Somalia,Cosmetics,2014-10-02,642442548,1881,437.2
Europe,Cyprus,Cereal,2014-07-13,941909682,861,205.7
Europe,United Kingdom,Beverages,2016-07-31,219607102,5477,47.45
Europe,Germany,Personal Care,2010-08-30,778708636,6045,81.73
Middle East and North Africa,Somalia,Beverages,2010-04-22,942700612,4915,47.45
Australia and Oceania,New Zealand,Household,2011-03-09,905381858,1466,668.27
Middle East and North Africa,Kuwait,Meat,2010-01-13,480863702,7110,421.89
Asia,Japan,Cosmetics,2016-01-06,453569972,289,437.2
Europe,Norway,Baby Food,2016-08-17,328236997,1476,255.28
Sub-Saharan Africa,Lesotho,Personal Care,2011-10-22,579913604,8177,81.73
Europe,Belgium,Cosmetics,2010-02-12,403961122,9928,437.2
Central America and the Caribbean,Honduras,Cosmetics,2017-05-29,866053378,3295,437.2
Europe,Austria,Household,2010-04-17,852176702,6878,668.27
Middle East and North Africa,Oman,Baby Food,2015-09-08,218629920,6307,255.28
Middle East and North Africa,Oman,Baby Food,2016-02-13,242024362,9242,255.28
Europe,Spain,Snacks,2014-02-16,469283854,376,152.58
Middle East and North Africa,Afghanistan,Fruits,2013-04-22,967644727,6433,9.33
Central America and the Caribbean,Saint Vincent and the Grenadines,Cosmetics,2014-07-15,974655807,1167,437.2
Europe,Iceland,Vegetables,2012-03-07,248178422,365,154.06
Asia,Myanmar,Vegetables,2013-01-14,416386401,6844,154.06
Europe,Netherlands,Snacks,2017-05-22,927766072,5453,152.58
Europe,Slovakia,Vegetables,2015-03-23,401116263,8071,154.06
Middle East and North Africa,Bahrain,Fruits,2012-09-28,675548303,8610,9.33
Sub-Saharan Africa,Lesotho,Baby Food,2013-06-06,960486018,8012,255.28
Central America and the Caribbean,Cuba,Clothes,2014-04-02,985665738,9250,109.28
Middle East and North Africa,Afghanistan,Clothes,2017-01-13,551136291,2331,109.28
Australia and Oceania,Vanuatu,Cereal,2017-02-03,877259004,9289,205.7
Asia,Bhutan,Beverages,2014-08-05,554707705,9192,47.45
Australia and Oceania,Palau,Cereal,2010-10-06,494468724,3139,205.7
Asia,Indonesia,Personal Care,2011-09-10,777840888,9259,81.73
Europe,Andorra,Baby Food,2016-12-12,206435525,7714,255.28
Middle East and North Africa,Algeria,Office Supplies,2015-10-26,352176463,5696,651.21
Australia and Oceania,Vanuatu,Cosmetics,2013-10-14,607300031,2429,437.2
North America,Mexico,Baby Food,2013-08-17,434355056,4168,255.28
Europe,Macedonia,Fruits,2011-08-07,716202867,9199,9.33
Central America and the Caribbean,Panama,Personal Care,2016-05-22,606017291,2838,81.73
Asia,Nepal,Cereal,2015-01-13,677284657,2436,205.7
Asia,Nepal,Fruits,2014-07-22,673803794,2371,9.33
Sub-Saharan Africa,"Mauritius ",Cereal,2015-06-25,859686028,9055,205.7
Sub-Saharan Africa,Sao Tome and Principe,Clothes,2015-08-10,669355189,5930,109.28
Central America and the Caribbean,Saint Vincent and the Grenadines,Fruits,2013-10-19,957547605,8470,9.33
Asia,Maldives,Personal Care,2013-10-09,849312102,9180,81.73
Sub-Saharan Africa,Swaziland,Personal Care,2012-09-26,890010011,2595,81.73
Middle East and North Africa,Morocco,Cereal,2012-10-02,795315158,284,205.7
Asia,Maldives,Clothes,2016-12-11,801213872,5844,109.28
Sub-Saharan Africa,Zimbabwe,Fruits,2010-07-26,314004981,9907,9.33
Asia,India,Cereal,2010-03-27,160299813,5132,205.7
Asia,Tajikistan,Beverages,2014-09-11,337022197,1212,47.45
Sub-Saharan Africa,Lesotho,Snacks,2016-03-09,461408460,9872,152.58
Asia,Bhutan,Office Supplies,2011-10-19,221007430,9865,651.21
Central America and the Caribbean,Trinidad and Tobago,Snacks,2014-10-31,723680436,1978,152.58
Australia and Oceania,Tuvalu,Fruits,2013-02-23,447601306,4028,9.33
Middle East and North Africa,Iraq,Clothes,2010-10-25,191256368,5864,109.28
Sub-Saharan Africa,The Gambia,Vegetables,2016-10-04,823444449,4366,154.06
Middle East and North Africa,Bahrain,Beverages,2010-09-04,133276879,8445,47.45
Middle East and North Africa,Qatar,Meat,2014-12-22,480177485,4043,421.89
Sub-Saharan Africa,Angola,Household,2015-04-08,243882596,9135,668.27
Central America and the Caribbean,Costa Rica,Cosmetics,2017-03-02,574441039,8724,437.2
Australia and Oceania,Papua New Guinea,Household,2012-03-14,442214143,9847,668.27
Middle East and North Africa,Qatar,Clothes,2011-11-22,687875735,6571,109.28
Central America and the Caribbean,"Saint Kitts and Nevis ",Clothes,2013-09-08,872412145,4995,109.28
Sub-Saharan Africa,Sierra Leone,Fruits,2012-04-23,627122199,8250,9.33
Europe,Russia,Fruits,2011-02-14,103617227,1495,9.33
Europe,Lithuania,Vegetables,2010-10-06,423821055,6923,154.06
Europe,United Kingdom,Vegetables,2012-12-08,529970014,8759,154.06
Asia,Indonesia,Personal Care,2016-08-17,334612929,8256,81.73
Asia,Mongolia,Beverages,2014-04-23,270611131,8702,47.45
Middle East and North Africa,Egypt,Office Supplies,2010-11-18,841138446,413,651.21
Sub-Saharan Africa,Comoros,Household,2012-04-22,369681203,5738,668.27
Europe,Slovenia,Household,2014-04-05,850038230,4057,668.27
Middle East and North Africa,Lebanon,Beverages,2013-06-21,296320855,6781,47.45
Australia and Oceania,Australia,Cosmetics,2011-07-13,392952907,2352,437.2
Central America and the Caribbean,Haiti,Snacks,2011-02-01,644670712,1245,152.58
Central America and the Caribbean,"Saint Kitts and Nevis ",Meat,2012-01-27,626523101,963,421.89
Middle East and North Africa,Syria,Vegetables,2015-06-24,433871400,1044,154.06
Asia,Laos,Snacks,2012-01-03,232389438,8054,152.58
Central America and the Caribbean,"Saint Kitts and Nevis ",Cereal,2016-02-21,708063542,592,205.7
Sub-Saharan Africa,Sudan,Vegetables,2016-12-04,817192542,4288,154.06
Central America and the Caribbean,Guatemala,Meat,2012-01-16,936387765,6803,421.89
Asia,Brunei,Clothes,2011-08-06,612573039,2830,109.28
Middle East and North Africa,Jordan,Clothes,2011-08-12,812984693,9092,109.28
Central America and the Caribbean,Panama,Meat,2012-12-18,775171554,9344,421.89
Sub-Saharan Africa,Central African Republic,Household,2010-01-10,256994950,9372,668.27
Middle East and North Africa,Bahrain,Beverages,2017-02-28,886628711,1993,47.45
Sub-Saharan Africa,Burundi,Beverages,2011-12-08,312559163,2057,47.45
Europe,Austria,Cereal,2014-08-18,753585135,1443,205.7
Australia and Oceania,Fiji,Beverages,2016-04-19,448817956,4062,47.45
Australia and Oceania,Fiji,Clothes,2012-11-06,407681453,856,109.28
Europe,Switzerland,Snacks,2016-05-27,359911954,4800,152.58
Middle East and North Africa,Yemen,Office Supplies,2013-08-18,105558288,5898,651.21
Sub-Saharan Africa,Comoros,Personal Care,2014-12-31,864981782,6186,81.73
Sub-Saharan Africa,Democratic Republic of the Congo,Office Supplies,2013-02-04,328856265,4732,651.21
Asia,Mongolia,Clothes,2016-09-23,308168065,2633,109.28
Australia and Oceania,Palau,Household,2016-11-01,884216010,8021,668.27
Europe,Monaco,Snacks,2012-12-27,858611428,1057,152.58
Australia and Oceania,Fiji,Cereal,2017-03-10,903278148,8932,205.7
Sub-Saharan Africa,Mali,Beverages,2012-03-17,410452497,870,47.45
Sub-Saharan Africa,Liberia,Cereal,2015-12-17,642683303,3126,205.7
Europe,Switzerland,Beverages,2017-02-18,682831895,3987,47.45
Australia and Oceania,"Samoa ",Baby Food,2016-11-05,584072101,8769,255.28
Asia,Nepal,Meat,2017-04-09,919890248,4821,421.89
Middle East and North Africa,Azerbaijan,Snacks,2010-04-18,534085166,6524,152.58
Europe,Georgia,Baby Food,2011-08-01,590768182,288,255.28
Middle East and North Africa,United Arab Emirates,Vegetables,2011-05-12,524363124,9556,154.06
Europe,Finland,Household,2016-01-25,289606320,9801,668.27
Europe,Portugal,Cereal,2014-04-10,811546599,3528,205.7
